#Wavelength (Angstroms)	fnu ergs/s/cm^2/Hz
#redshifted
24112.5	9.73784213495377e-28
24114	9.73699174091795e-28
24115.5	9.73614090917614e-28
24117	9.73528963968047e-28
24118.5	9.73443793238308e-28
24120	9.73358578723611e-28
24121.5	9.73273320419165e-28
24123	9.73188018320184e-28
24124.5	9.73102672421882e-28
24126	9.73017282719471e-28
24127.5	9.72931849208164e-28
24129	9.72846371883176e-28
24130.5	9.72760850739716e-28
24132	9.72675285772998e-28
24133.5	9.72589676978236e-28
24135	9.72504024350641e-28
24136.5	9.72418327885428e-28
24138	9.7233258757781e-28
24139.5	9.72246803422997e-28
24141	9.72160975416204e-28
24142.5	9.72075103552642e-28
24144	9.71989187827526e-28
24145.5	9.71903228236068e-28
24147	9.71817224773482e-28
24148.5	9.71731177434978e-28
24150	9.7164508621577e-28
24151.5	9.71712701663282e-28
24153	9.71780311418227e-28
24154.5	9.71847915479373e-28
24156	9.71915513845493e-28
24157.5	9.71983106515355e-28
24159	9.72050693487736e-28
24160.5	9.72118274761401e-28
24162	9.72185850335124e-28
24163.5	9.72253420207679e-28
24165	9.72320984377833e-28
24166.5	9.72388542844361e-28
24168	9.7245609560603e-28
24169.5	9.72523642661613e-28
24171	9.72591184009885e-28
24172.5	9.72658719649612e-28
24174	9.72726249579569e-28
24175.5	9.72793773798524e-28
24177	9.72861292305252e-28
24178.5	9.7292880509852e-28
24180	9.72996312177101e-28
24181.5	9.7306381353977e-28
24183	9.73131309185292e-28
24184.5	9.73198799112444e-28
24186	9.73266283319993e-28
24187.5	9.73333761806713e-28
24189	9.73401234571372e-28
24190.5	9.73468701612745e-28
24192	9.73536162929602e-28
24193.5	9.73603618520713e-28
24195	9.73671068384852e-28
24196.5	9.73738512520787e-28
24198	9.73805950927292e-28
24199.5	9.73873383603136e-28
24201	9.73940810547091e-28
24202.5	9.7400823175793e-28
24204	9.74075647234422e-28
24205.5	9.7414305697534e-28
24207	9.74210460979453e-28
24208.5	9.74277859245536e-28
24210	9.74345251772356e-28
24211.5	9.74034645960204e-28
24213	9.73723940730773e-28
24214.5	9.7341313607413e-28
24216	9.73102231980338e-28
24217.5	9.72791228439465e-28
24219	9.7248012544158e-28
24220.5	9.72168922976744e-28
24222	9.71857621035025e-28
24223.5	9.71546219606491e-28
24225	9.71234718681208e-28
24226.5	9.7092311824924e-28
24228	9.70611418300654e-28
24229.5	9.70299618825516e-28
24231	9.69987719813893e-28
24232.5	9.69675721255853e-28
24234	9.69363623141458e-28
24235.5	9.69051425460777e-28
24237	9.68739128203876e-28
24238.5	9.68426731360819e-28
24240	9.68114234921674e-28
24241.5	9.67801638876508e-28
24243	9.67488943215386e-28
24244.5	9.67176147928374e-28
24246	9.66863253005538e-28
24247.5	9.66550258436944e-28
24249	9.66237164212661e-28
24250.5	9.65923970322752e-28
24252	9.65610676757283e-28
24253.5	9.65297283506322e-28
24255	9.64983790559937e-28
24256.5	9.64670197908189e-28
24258	9.64356505541147e-28
24259.5	9.64042713448877e-28
24261	9.63728821621445e-28
24262.5	9.63414830048919e-28
24264	9.63100738721363e-28
24265.5	9.62786547628843e-28
24267	9.62472256761428e-28
24268.5	9.6215786610918e-28
24270	9.61843375662167e-28
24271.5	9.61909597611672e-28
24273	9.61975813887565e-28
24274.5	9.62042024488642e-28
24276	9.62108229413694e-28
24277.5	9.62174428661513e-28
24279	9.62240622230894e-28
24280.5	9.62306810120629e-28
24282	9.6237299232951e-28
24283.5	9.62439168856332e-28
24285	9.62505339699887e-28
24286.5	9.62571504858967e-28
24288	9.62637664332364e-28
24289.5	9.62703818118875e-28
24291	9.62769966217289e-28
24292.5	9.62836108626399e-28
24294	9.62902245345001e-28
24295.5	9.62968376371886e-28
24297	9.63034501705845e-28
24298.5	9.63100621345675e-28
24300	9.63166735290166e-28
24301.5	9.63232843538111e-28
24303	9.63298946088305e-28
24304.5	9.63365042939539e-28
24306	9.63431134090604e-28
24307.5	9.63497219540298e-28
24309	9.63563299287411e-28
24310.5	9.63629373330734e-28
24312	9.63695441669064e-28
24313.5	9.63761504301192e-28
24315	9.63827561225911e-28
24316.5	9.63893612442011e-28
24318	9.6395965794829e-28
24319.5	9.64025697743538e-28
24321	9.64091731826547e-28
24322.5	9.64157760196113e-28
24324	9.64223782851027e-28
24325.5	9.64289799790081e-28
24327	9.6435581101207e-28
24328.5	9.64421816515787e-28
24330	9.64487816300021e-28
24331.5	9.64999018341079e-28
24333	9.65510324449211e-28
24334.5	9.66021734633356e-28
24336	9.66533248902462e-28
24337.5	9.67044867265474e-28
24339	9.67556589731337e-28
24340.5	9.68068416308996e-28
24342	9.68580347007397e-28
24343.5	9.69092381835483e-28
24345	9.69604520802201e-28
24346.5	9.70116763916495e-28
24348	9.70629111187311e-28
24349.5	9.71141562623594e-28
24351	9.7165411823429e-28
24352.5	9.7216677802834e-28
24354	9.72679542014693e-28
24355.5	9.73192410202292e-28
24357	9.73705382600083e-28
24358.5	9.74218459217012e-28
24360	9.74731640062022e-28
24361.5	9.75244925144059e-28
24363	9.75758314472069e-28
24364.5	9.76271808054996e-28
24366	9.76785405901785e-28
24367.5	9.77299108021382e-28
24369	9.77812914422734e-28
24370.5	9.78326825114781e-28
24372	9.7884084010647e-28
24373.5	9.79354959406748e-28
24375	9.79869183024558e-28
24376.5	9.80383510968846e-28
24378	9.80897943248558e-28
24379.5	9.81412479872637e-28
24381	9.81927120850029e-28
24382.5	9.8244186618968e-28
24384	9.82956715900534e-28
24385.5	9.83471669991536e-28
24387	9.83986728471634e-28
24388.5	9.84501891349768e-28
24390	9.85017158634886e-28
24391.5	9.85284702505536e-28
24393	9.85552289836678e-28
24394.5	9.85819920631635e-28
24396	9.86087594893728e-28
24397.5	9.86355312626275e-28
24399	9.86623073832604e-28
24400.5	9.86890878516033e-28
24402	9.87158726679884e-28
24403.5	9.87426618327478e-28
24405	9.87694553462138e-28
24406.5	9.87962532087184e-28
24408	9.88230554205939e-28
24409.5	9.88498619821723e-28
24411	9.88766728937859e-28
24412.5	9.89034881557668e-28
24414	9.89303077684471e-28
24415.5	9.8957131732159e-28
24417	9.89839600472348e-28
24418.5	9.90107927140064e-28
24420	9.90376297328062e-28
24421.5	9.90644711039661e-28
24423	9.90913168278185e-28
24424.5	9.91181669046955e-28
24426	9.91450213349289e-28
24427.5	9.91718801188514e-28
24429	9.9198743256795e-28
24430.5	9.92256107490917e-28
24432	9.92524825960738e-28
24433.5	9.92793587980734e-28
24435	9.93062393554227e-28
24436.5	9.93331242684537e-28
24438	9.93600135374988e-28
24439.5	9.93869071628899e-28
24441	9.94138051449594e-28
24442.5	9.94407074840393e-28
24444	9.94676141804618e-28
24445.5	9.94945252345591e-28
24447	9.95214406466633e-28
24448.5	9.95483604171065e-28
24450	9.95752845462211e-28
24451.5	9.95864901322197e-28
24453	9.95976962192911e-28
24454.5	9.96089028074131e-28
24456	9.96201098965619e-28
24457.5	9.96313174867156e-28
24459	9.96425255778505e-28
24460.5	9.96537341699442e-28
24462	9.96649432629738e-28
24463.5	9.96761528569165e-28
24465	9.96873629517489e-28
24466.5	9.96985735474488e-28
24468	9.9709784643993e-28
24469.5	9.97209962413587e-28
24471	9.9732208339523e-28
24472.5	9.97434209384632e-28
24474	9.97546340381562e-28
24475.5	9.97658476385793e-28
24477	9.97770617397096e-28
24478.5	9.97882763415241e-28
24480	9.97994914440002e-28
24481.5	9.98107070471148e-28
24483	9.98219231508451e-28
24484.5	9.98331397551683e-28
24486	9.98443568600615e-28
24487.5	9.98555744655017e-28
24489	9.98667925714663e-28
24490.5	9.98780111779323e-28
24492	9.98892302848767e-28
24493.5	9.99004498922769e-28
24495	9.99116700001098e-28
24496.5	9.99228906083527e-28
24498	9.99341117169827e-28
24499.5	9.99453333259769e-28
24501	9.99565554353124e-28
24502.5	9.99677780449664e-28
24504	9.9979001154916e-28
24505.5	9.99902247651383e-28
24507	1.00001448875611e-27
24508.5	1.0001267348631e-27
24510	1.00023898597213e-27
24511.5	9.99757189082117e-28
24513	9.99275251775125e-28
24514.5	9.98793174037579e-28
24516	9.98310955855903e-28
24517.5	9.9782859721652e-28
24519	9.97346098105852e-28
24520.5	9.96863458510324e-28
24522	9.96380678416358e-28
24523.5	9.95897757810378e-28
24525	9.95414696678807e-28
24526.5	9.94931495008068e-28
24528	9.94448152784585e-28
24529.5	9.9396466999478e-28
24531	9.93481046625078e-28
24532.5	9.92997282661902e-28
24534	9.92513378091674e-28
24535.5	9.92029332900817e-28
24537	9.91545147075755e-28
24538.5	9.91060820602912e-28
24540	9.9057635346871e-28
24541.5	9.90091745659573e-28
24543	9.89606997161925e-28
24544.5	9.89122107962187e-28
24546	9.88637078046784e-28
24547.5	9.8815190740214e-28
24549	9.87666596014676e-28
24550.5	9.87181143870817e-28
24552	9.86695550956985e-28
24553.5	9.86209817259605e-28
24555	9.85723942765098e-28
24556.5	9.85237927459889e-28
24558	9.84751771330401e-28
24559.5	9.84265474363057e-28
24561	9.8377903654428e-28
24562.5	9.83292457860494e-28
24564	9.82805738298121e-28
24565.5	9.82318877843585e-28
24567	9.81831876483312e-28
24568.5	9.8134473420372e-28
24570	9.80857450991235e-28
24571.5	9.80918027660391e-28
24573	9.80978597187351e-28
24574.5	9.81039159570792e-28
24576	9.8109971480939e-28
24577.5	9.81160262901823e-28
24579	9.81220803846766e-28
24580.5	9.81281337642896e-28
24582	9.8134186428889e-28
24583.5	9.81402383783426e-28
24585	9.81462896125176e-28
24586.5	9.8152340131282e-28
24588	9.81583899345033e-28
24589.5	9.81644390220493e-28
24591	9.81704873937875e-28
24592.5	9.81765350495856e-28
24594	9.81825819893113e-28
24595.5	9.81886282128323e-28
24597	9.81946737200161e-28
24598.5	9.82007185107306e-28
24600	9.82067625848432e-28
24601.5	9.82128059422215e-28
24603	9.82188485827334e-28
24604.5	9.82248905062464e-28
24606	9.82309317126282e-28
24607.5	9.82369722017464e-28
24609	9.82430119734687e-28
24610.5	9.82490510276628e-28
24612	9.82550893641964e-28
24613.5	9.8261126982937e-28
24615	9.82671638837522e-28
24616.5	9.82732000665097e-28
24618	9.82792355310773e-28
24619.5	9.82852702773226e-28
24621	9.82913043051131e-28
24622.5	9.82973376143166e-28
24624	9.83033702048007e-28
24625.5	9.83094020764331e-28
24627	9.83154332290814e-28
24628.5	9.83214636626135e-28
24630	9.83274933768966e-28
24631.5	9.83398591073443e-28
24633	9.83522256618943e-28
24634.5	9.83645930405552e-28
24636	9.83769612433356e-28
24637.5	9.83893302702443e-28
24639	9.84017001212898e-28
24640.5	9.84140707964808e-28
24642	9.8426442295826e-28
24643.5	9.8438814619334e-28
24645	9.84511877670136e-28
24646.5	9.84635617388732e-28
24648	9.84759365349216e-28
24649.5	9.84883121551674e-28
24651	9.85006885996193e-28
24652.5	9.8513065868286e-28
24654	9.8525443961176e-28
24655.5	9.85378228782981e-28
24657	9.85502026196608e-28
24658.5	9.85625831852729e-28
24660	9.8574964575143e-28
24661.5	9.85873467892797e-28
24663	9.85997298276916e-28
24664.5	9.86121136903876e-28
24666	9.86244983773761e-28
24667.5	9.86368838886659e-28
24669	9.86492702242658e-28
24670.5	9.86616573841841e-28
24672	9.86740453684295e-28
24673.5	9.86864341770108e-28
24675	9.86988238099366e-28
24676.5	9.87112142672155e-28
24678	9.87236055488563e-28
24679.5	9.87359976548675e-28
24681	9.87483905852578e-28
24682.5	9.87607843400359e-28
24684	9.87731789192104e-28
24685.5	9.878557432279e-28
24687	9.87979705507832e-28
24688.5	9.88103676031989e-28
24690	9.88227654800455e-28
24691.5	9.88365595745796e-28
24693	9.88503548326509e-28
24694.5	9.8864151254299e-28
24696	9.88779488395631e-28
24697.5	9.88917475884834e-28
24699	9.89055475010991e-28
24700.5	9.89193485774498e-28
24702	9.89331508175751e-28
24703.5	9.89469542215144e-28
24705	9.89607587893073e-28
24706.5	9.89745645209932e-28
24708	9.89883714166121e-28
24709.5	9.90021794762032e-28
24711	9.90159886998061e-28
24712.5	9.90297990874605e-28
24714	9.90436106392057e-28
24715.5	9.90574233550815e-28
24717	9.90712372351273e-28
24718.5	9.90850522793824e-28
24720	9.90988684878869e-28
24721.5	9.91126858606801e-28
24723	9.91265043978015e-28
24724.5	9.91403240992906e-28
24726	9.91541449651871e-28
24727.5	9.91679669955305e-28
24729	9.91817901903603e-28
24730.5	9.91956145497159e-28
24732	9.92094400736372e-28
24733.5	9.92232667621636e-28
24735	9.92370946153347e-28
24736.5	9.92509236331899e-28
24738	9.92647538157688e-28
24739.5	9.9278585163111e-28
24741	9.92924176752558e-28
24742.5	9.93062513522433e-28
24744	9.93200861941126e-28
24745.5	9.93339222009034e-28
24747	9.93477593726553e-28
24748.5	9.93615977094077e-28
24750	9.93754372112003e-28
24751.5	9.93954287877598e-28
24753	9.9415423020523e-28
24754.5	9.94354199096651e-28
24756	9.94554194553609e-28
24757.5	9.94754216577856e-28
24759	9.94954265171146e-28
24760.5	9.95154340335225e-28
24762	9.95354442071847e-28
24763.5	9.95554570382761e-28
24765	9.95754725269718e-28
24766.5	9.95954906734473e-28
24768	9.96155114778771e-28
24769.5	9.96355349404367e-28
24771	9.9655561061301e-28
24772.5	9.9675589840645e-28
24774	9.96956212786442e-28
24775.5	9.97156553754732e-28
24777	9.97356921313076e-28
24778.5	9.97557315463219e-28
24780	9.97757736206915e-28
24781.5	9.97958183545917e-28
24783	9.98158657481972e-28
24784.5	9.98359158016833e-28
24786	9.98559685152252e-28
24787.5	9.98760238889977e-28
24789	9.98960819231762e-28
24790.5	9.99161426179355e-28
24792	9.99362059734507e-28
24793.5	9.99562719898973e-28
24795	9.99763406674499e-28
24796.5	9.99964120062837e-28
24798	1.00016486006574e-27
24799.5	1.00036562668496e-27
24801	1.00056641992224e-27
24802.5	1.00076723977934e-27
24804	1.00096808625801e-27
24805.5	1.00116895936e-27
24807	1.00136985908705e-27
24808.5	1.00157078544093e-27
24810	1.00177173842338e-27
24811.5	1.00179645346842e-27
24813	1.00182115251936e-27
24814.5	1.00184583557408e-27
24816	1.00187050263047e-27
24817.5	1.00189515368642e-27
24819	1.0019197887398e-27
24820.5	1.00194440778851e-27
24822	1.00196901083042e-27
24823.5	1.00199359786343e-27
24825	1.00201816888543e-27
24826.5	1.00204272389429e-27
24828	1.00206726288789e-27
24829.5	1.00209178586414e-27
24831	1.00211629282091e-27
24832.5	1.00214078375609e-27
24834	1.00216525866756e-27
24835.5	1.00218971755322e-27
24837	1.00221416041093e-27
24838.5	1.0022385872386e-27
24840	1.0022629980341e-27
24841.5	1.00228739279533e-27
24843	1.00231177152016e-27
24844.5	1.00233613420648e-27
24846	1.00236048085219e-27
24847.5	1.00238481145515e-27
24849	1.00240912601327e-27
24850.5	1.00243342452442e-27
24852	1.00245770698648e-27
24853.5	1.00248197339736e-27
24855	1.00250622375493e-27
24856.5	1.00253045805707e-27
24858	1.00255467630167e-27
24859.5	1.00257887848663e-27
24861	1.00260306460981e-27
24862.5	1.00262723466912e-27
24864	1.00265138866243e-27
24865.5	1.00267552658763e-27
24867	1.0026996484426e-27
24868.5	1.00272375422523e-27
24870	1.00274784393342e-27
24871.5	1.00207840559476e-27
24873	1.00140878386957e-27
24874.5	1.00073897874059e-27
24876	1.00006899019058e-27
24877.5	9.99398818202276e-28
24879	9.98728462758442e-28
24880.5	9.98057923841822e-28
24882	9.97387201435168e-28
24883.5	9.9671629552123e-28
24885	9.96045206082761e-28
24886.5	9.95373933102508e-28
24888	9.94702476563222e-28
24889.5	9.94030836447655e-28
24891	9.93359012738558e-28
24892.5	9.92687005418679e-28
24894	9.9201481447077e-28
24895.5	9.91342439877583e-28
24897	9.90669881621865e-28
24898.5	9.89997139686367e-28
24900	9.89324214053841e-28
24901.5	9.8865110470704e-28
24903	9.87977811628709e-28
24904.5	9.87304334801601e-28
24906	9.86630674208469e-28
24907.5	9.85956829832059e-28
24909	9.85282801655124e-28
24910.5	9.84608589660415e-28
24912	9.8393419383068e-28
24913.5	9.8325961414867e-28
24915	9.82584850597138e-28
24916.5	9.81909903158834e-28
24918	9.81234771816505e-28
24919.5	9.80559456552905e-28
24921	9.79883957350782e-28
24922.5	9.79208274192891e-28
24924	9.78532407061976e-28
24925.5	9.77856355940792e-28
24927	9.77180120812089e-28
24928.5	9.76503701658616e-28
24930	9.75827098463123e-28
24931.5	9.75921957311151e-28
24933	9.76016817792141e-28
24934.5	9.76111679905603e-28
24936	9.76206543651044e-28
24937.5	9.76301409027978e-28
24939	9.76396276035914e-28
24940.5	9.76491144674359e-28
24942	9.76586014942825e-28
24943.5	9.76680886840821e-28
24945	9.76775760367855e-28
24946.5	9.76870635523441e-28
24948	9.76965512307086e-28
24949.5	9.770603907183e-28
24951	9.77155270756593e-28
24952.5	9.77250152421472e-28
24954	9.77345035712452e-28
24955.5	9.7743992062904e-28
24957	9.77534807170745e-28
24958.5	9.77629695337079e-28
24960	9.77724585127547e-28
24961.5	9.77819476541665e-28
24963	9.77914369578939e-28
24964.5	9.7800926423888e-28
24966	9.78104160520997e-28
24967.5	9.781990584248e-28
24969	9.78293957949797e-28
24970.5	9.78388859095502e-28
24972	9.78483761861422e-28
24973.5	9.78578666247066e-28
24975	9.78673572251946e-28
24976.5	9.78768479875568e-28
24978	9.78863389117447e-28
24979.5	9.78958299977089e-28
24981	9.79053212454005e-28
24982.5	9.79148126547705e-28
24984	9.79243042257696e-28
24985.5	9.79337959583492e-28
24987	9.794328785246e-28
24988.5	9.79527799080531e-28
24990	9.79622721250795e-28
24991.5	9.79683765716683e-28
24993	9.79744803661879e-28
24994.5	9.79805835085158e-28
24996	9.79866859985295e-28
24997.5	9.79927878361073e-28
24999	9.79988890211265e-28
25000.5	9.80049895534651e-28
25002	9.80110894330008e-28
25003.5	9.80171886596113e-28
25005	9.80232872331741e-28
25006.5	9.80293851535675e-28
25008	9.80354824206686e-28
25009.5	9.80415790343557e-28
25011	9.80476749945064e-28
25012.5	9.80537703009981e-28
25014	9.8059864953709e-28
25015.5	9.80659589525167e-28
25017	9.80720522972987e-28
25018.5	9.80781449879331e-28
25020	9.80842370242976e-28
25021.5	9.80903284062695e-28
25023	9.80964191337272e-28
25024.5	9.81025092065479e-28
25026	9.81085986246097e-28
25027.5	9.81146873877903e-28
25029	9.81207754959672e-28
25030.5	9.81268629490184e-28
25032	9.81329497468216e-28
25033.5	9.81390358892544e-28
25035	9.81451213761947e-28
25036.5	9.81512062075203e-28
25038	9.81572903831086e-28
25039.5	9.81633739028378e-28
25041	9.81694567665855e-28
25042.5	9.81755389742291e-28
25044	9.81816205256468e-28
25045.5	9.81877014207162e-28
25047	9.81937816593148e-28
25048.5	9.81998612413208e-28
25050	9.82059401666115e-28
25051.5	9.82198610660707e-28
25053	9.82337831869886e-28
25054.5	9.82477065294116e-28
25056	9.82616310933861e-28
25057.5	9.82755568789585e-28
25059	9.82894838861755e-28
25060.5	9.83034121150833e-28
25062	9.83173415657286e-28
25063.5	9.83312722381574e-28
25065	9.83452041324167e-28
25066.5	9.83591372485527e-28
25068	9.83730715866118e-28
25069.5	9.83870071466406e-28
25071	9.84009439286851e-28
25072.5	9.84148819327924e-28
25074	9.84288211590087e-28
25075.5	9.84427616073803e-28
25077	9.84567032779538e-28
25078.5	9.84706461707754e-28
25080	9.8484590285892e-28
25081.5	9.84985356233498e-28
25083	9.85124821831952e-28
25084.5	9.85264299654748e-28
25086	9.85403789702346e-28
25087.5	9.85543291975217e-28
25089	9.85682806473823e-28
25090.5	9.85822333198628e-28
25092	9.85961872150094e-28
25093.5	9.8610142332869e-28
25095	9.86240986734880e-28
25096.5	9.86380562369126e-28
25098	9.86520150231893e-28
25099.5	9.86659750323645e-28
25101	9.8679936264485e-28
25102.5	9.86938987195969e-28
25104	9.87078623977469e-28
25105.5	9.8721827298981e-28
25107	9.87357934233462e-28
25108.5	9.87497607708887e-28
25110	9.8763729341655e-28
25111.5	9.87341413077053e-28
25113	9.87045440892998e-28
25114.5	9.86749376855529e-28
25116	9.86453220955782e-28
25117.5	9.86156973184897e-28
25119	9.85860633534013e-28
25120.5	9.85564201994271e-28
25122	9.85267678556808e-28
25123.5	9.84971063212765e-28
25125	9.84674355953279e-28
25126.5	9.84377556769493e-28
25128	9.84080665652546e-28
25129.5	9.83783682593575e-28
25131	9.83486607583721e-28
25132.5	9.83189440614122e-28
25134	9.82892181675918e-28
25135.5	9.8259483076025e-28
25137	9.82297387858255e-28
25138.5	9.81999852961072e-28
25140	9.81702226059843e-28
25141.5	9.81404507145707e-28
25143	9.81106696209802e-28
25144.5	9.80808793243268e-28
25146	9.80510798237244e-28
25147.5	9.8021271118287e-28
25149	9.79914532071283e-28
25150.5	9.79616260893627e-28
25152	9.79317897641038e-28
25153.5	9.79019442304656e-28
25155	9.78720894875621e-28
25156.5	9.78422255345072e-28
25158	9.78123523704148e-28
25159.5	9.77824699943989e-28
25161	9.77525784055732e-28
25162.5	9.7722677603052e-28
25164	9.76927675859491e-28
25165.5	9.76628483533785e-28
25167	9.7632919904454e-28
25168.5	9.76029822382896e-28
25170	9.75730353539992e-28
25171.5	9.7623568694833e-28
25173	9.76741120021923e-28
25174.5	9.77246652769054e-28
25176	9.77752285198017e-28
25177.5	9.782580173171e-28
25179	9.78763849134589e-28
25180.5	9.79269780658777e-28
25182	9.79775811897949e-28
25183.5	9.80281942860399e-28
25185	9.80788173554412e-28
25186.5	9.81294503988277e-28
25188	9.81800934170286e-28
25189.5	9.82307464108724e-28
25191	9.82814093811884e-28
25192.5	9.83320823288054e-28
25194	9.83827652545519e-28
25195.5	9.84334581592574e-28
25197	9.84841610437503e-28
25198.5	9.85348739088599e-28
25200	9.85855967554147e-28
25201.5	9.8636329584244e-28
25203	9.86870723961766e-28
25204.5	9.8737825192041e-28
25206	9.87885879726667e-28
25207.5	9.88393607388821e-28
25209	9.88901434915165e-28
25210.5	9.89409362313987e-28
25212	9.89917389593572e-28
25213.5	9.90425516762215e-28
25215	9.909337438282e-28
25216.5	9.9144207079982e-28
25218	9.91950497685362e-28
25219.5	9.92459024493113e-28
25221	9.92967651231367e-28
25222.5	9.93476377908407e-28
25224	9.93985204532528e-28
25225.5	9.94494131112014e-28
25227	9.95003157655159e-28
25228.5	9.95512284170248e-28
25230	9.96021510665569e-28
25231.5	9.95566628949119e-28
25233	9.95111617935893e-28
25234.5	9.94656477613733e-28
25236	9.9420120797048e-28
25237.5	9.93745808993982e-28
25239	9.93290280672077e-28
25240.5	9.92834622992609e-28
25242	9.92378835943421e-28
25243.5	9.91922919512352e-28
25245	9.91466873687249e-28
25246.5	9.91010698455954e-28
25248	9.90554393806307e-28
25249.5	9.90097959726153e-28
25251	9.89641396203331e-28
25252.5	9.89184703225688e-28
25254	9.88727880781064e-28
25255.5	9.88270928857303e-28
25257	9.87813847442246e-28
25258.5	9.87356636523734e-28
25260	9.86899296089613e-28
25261.5	9.86441826127725e-28
25263	9.85984226625911e-28
25264.5	9.85526497572013e-28
25266	9.85068638953876e-28
25267.5	9.84610650759341e-28
25269	9.84152532976251e-28
25270.5	9.83694285592449e-28
25272	9.83235908595776e-28
25273.5	9.82777401974073e-28
25275	9.82318765715187e-28
25276.5	9.81859999806959e-28
25278	9.8140110423723e-28
25279.5	9.80942078993842e-28
25281	9.80482924064641e-28
25282.5	9.80023639437467e-28
25284	9.79564225100163e-28
25285.5	9.79104681040572e-28
25287	9.78645007246533e-28
25288.5	9.78185203705894e-28
25290	9.77725270406496e-28
25291.5	9.77563918854152e-28
25293	9.77402508385322e-28
25294.5	9.77241038994147e-28
25296	9.77079510674777e-28
25297.5	9.7691792342136e-28
25299	9.7675627722804e-28
25300.5	9.76594572088965e-28
25302	9.76432807998281e-28
25303.5	9.76270984950138e-28
25305	9.76109102938679e-28
25306.5	9.75947161958052e-28
25308	9.75785162002407e-28
25309.5	9.75623103065885e-28
25311	9.75460985142636e-28
25312.5	9.75298808226809e-28
25314	9.75136572312547e-28
25315.5	9.74974277393997e-28
25317	9.7481192346531e-28
25318.5	9.74649510520628e-28
25320	9.74487038554099e-28
25321.5	9.74324507559871e-28
25323	9.74161917532093e-28
25324.5	9.73999268464906e-28
25326	9.73836560352461e-28
25327.5	9.73673793188905e-28
25329	9.73510966968382e-28
25330.5	9.73348081685041e-28
25332	9.7318513733303e-28
25333.5	9.73022133906492e-28
25335	9.72859071399576e-28
25336.5	9.72695949806429e-28
25338	9.72532769121199e-28
25339.5	9.7236952933803e-28
25341	9.7220623045107e-28
25342.5	9.72042872454468e-28
25344	9.71879455342367e-28
25345.5	9.71715979108916e-28
25347	9.71552443748263e-28
25348.5	9.71388849254552e-28
25350	9.71225195621931e-28
25351.5	9.71188183903701e-28
25353	9.71151143022383e-28
25354.5	9.71114072974788e-28
25356	9.71076973757722e-28
25357.5	9.71039845367991e-28
25359	9.71002687802408e-28
25360.5	9.70965501057777e-28
25362	9.70928285130911e-28
25363.5	9.70891040018615e-28
25365	9.70853765717695e-28
25366.5	9.70816462224964e-28
25368	9.70779129537228e-28
25369.5	9.70741767651293e-28
25371	9.70704376563972e-28
25372.5	9.70666956272067e-28
25374	9.70629506772393e-28
25375.5	9.70592028061755e-28
25377	9.70554520136958e-28
25378.5	9.70516982994816e-28
25380	9.70479416632133e-28
25381.5	9.7044182104572e-28
25383	9.70404196232384e-28
25384.5	9.70366542188932e-28
25386	9.70328858912174e-28
25387.5	9.70291146398917e-28
25389	9.7025340464597e-28
25390.5	9.70215633650142e-28
25392	9.70177833408238e-28
25393.5	9.7014000391707e-28
25395	9.70102145173443e-28
25396.5	9.70064257174169e-28
25398	9.70026339916053e-28
25399.5	9.69988393395903e-28
25401	9.6995041761053e-28
25402.5	9.69912412556738e-28
25404	9.6987437823134e-28
25405.5	9.69836314631142e-28
25407	9.6979822175295e-28
25408.5	9.69760099593576e-28
25410	9.69721948149827e-28
25411.5	9.70153068542791e-28
25413	9.70584270456632e-28
25414.5	9.71015553897966e-28
25416	9.71446918873417e-28
25417.5	9.71878365389599e-28
25419	9.72309893453137e-28
25420.5	9.72741503070645e-28
25422	9.73173194248748e-28
25423.5	9.73604966994062e-28
25425	9.74036821313205e-28
25426.5	9.74468757212802e-28
25428	9.74900774699466e-28
25429.5	9.75332873779821e-28
25431	9.75765054460484e-28
25432.5	9.76197316748077e-28
25434	9.76629660649216e-28
25435.5	9.77062086170525e-28
25437	9.77494593318618e-28
25438.5	9.77927182100119e-28
25440	9.78359852521647e-28
25441.5	9.78792604589817e-28
25443	9.79225438311254e-28
25444.5	9.79658353692574e-28
25446	9.80091350740399e-28
25447.5	9.80524429461344e-28
25449	9.80957589862035e-28
25450.5	9.81390831949087e-28
25452	9.81824155729119e-28
25453.5	9.82257561208754e-28
25455	9.82691048394606e-28
25456.5	9.83124617293301e-28
25458	9.83558267911453e-28
25459.5	9.83992000255686e-28
25461	9.84425814332615e-28
25462.5	9.84859710148863e-28
25464	9.85293687711049e-28
25465.5	9.85727747025789e-28
25467	9.86161888099707e-28
25468.5	9.86596110939419e-28
25470	9.87030415551547e-28
25471.5	9.86093008668768e-28
25473	9.85155360426089e-28
25474.5	9.84217470801582e-28
25476	9.83279339773327e-28
25477.5	9.82340967319398e-28
25479	9.81402353417871e-28
25480.5	9.8046349804682e-28
25482	9.79524401184322e-28
25483.5	9.78585062808452e-28
25485	9.77645482897285e-28
25486.5	9.76705661428898e-28
25488	9.75765598381366e-28
25489.5	9.74825293732761e-28
25491	9.73884747461165e-28
25492.5	9.7294395954465e-28
25494	9.72002929961291e-28
25495.5	9.71061658689166e-28
25497	9.70120145706348e-28
25498.5	9.69178390990914e-28
25500	9.68236394520939e-28
25501.5	9.67294156274499e-28
25503	9.66351676229668e-28
25504.5	9.65408954364522e-28
25506	9.64465990657139e-28
25507.5	9.63522785085593e-28
